annotation	node
a00001720	17700
a00001721	17701
a00002305	17702
a00002267	17703
a00002268	17704
a00002269	17705
a00002270	17706
a00002271	17707
a00002272	17708
a00002273	17709
a00002274	17710
a00001511	17711
a00001512	17712
a00001513	17713
a00001514	17714
a00001515	17715
a00001516	17716
a00001027	17717
a00001028	17718
a00001029	17719
a00001030	17720
a00002306	17721
a00002307	17722
a00002308	17723
a00002309	17724
a00002310	17725
a00002311	17726
a00002312	17727
a00002313	17728
a00002314	17729
a00002315	17730
a00002316	17731
a00002317	17732
a00002318	17733
a00002319	17734
a00002320	17735
a00002321	17736
a00002322	17737
a00002323	17738
a00002324	17739
a00002325	17740
a00002326	17741
a00002327	17742
a00002328	17743
a00002329	17744
a00002330	17745
a00002331	17746
a00002332	17747
a00002333	17748
a00000789	17749
a00000790	17750
a00000791	17751
a00000792	17752
a00000793	17753
a00000794	17754
a00000795	17755
a00000796	17756
a00000797	17757
a00000798	17758
a00000067	17759
a00001647	17760
a00000815	17761
a00000816	17762
a00000817	17763
a00000818	17764
a00000819	17765
a00000820	17766
a00000821	17767
a00000822	17768
a00000823	17769
a00000824	17770
a00000825	17771
a00000826	17772
a00000827	17773
a00000828	17774
a00000829	17775
a00000830	17776
a00000831	17777
a00000832	17778
a00000833	17779
a00000834	17780
a00000835	17781
a00000836	17782
a00000837	17783
a00000838	17784
a00000839	17785
a00000840	17786
a00000841	17787
a00000842	17788
a00000843	17789
a00000844	17790
a00000845	17791
a00000846	17792
a00000847	17793
a00000848	17794
a00000849	17795
a00000850	17796
a00000851	17797
a00000852	17798
a00000853	17799
a00000854	17800
a00000855	17801
a00000856	17802
a00000857	17803
a00000858	17804
a00000859	17805
a00000860	17806
a00000861	17807
a00000862	17808
a00000863	17809
a00000864	17810
a00000865	17811
a00000866	17812
a00000867	17813
a00000868	17814
a00000869	17815
a00000870	17816
a00000871	17817
a00000872	17818
a00000873	17819
a00000874	17820
a00000875	17821
a00000876	17822
a00000877	17823
a00000878	17824
a00000879	17825
a00000880	17826
a00000881	17827
a00000882	17828
a00000883	17829
a00000884	17830
a00000885	17831
a00000886	17832
a00000887	17833
a00000888	17834
a00000889	17835
a00000890	17836
a00000891	17837
a00000892	17838
a00000893	17839
a00000894	17840
a00000895	17841
a00000896	17842
a00000897	17843
a00000898	17844
a00000899	17845
a00000900	17846
a00000901	17847
a00000902	17848
a00000903	17849
a00000904	17850
a00000905	17851
a00000906	17852
a00000907	17853
a00000908	17854
a00000909	17855
a00000910	17856
a00000911	17857
a00000912	17858
a00000913	17859
a00000914	17860
a00000915	17861
a00000916	17862
a00000917	17863
a00000918	17864
a00000919	17865
a00000920	17866
a00000921	17867
a00000922	17868
a00000923	17869
a00000002	17870
a00000035	17871
a00000036	17872
a00000037	17873
a00000038	17874
a00000039	17875
a00000040	17876
a00000041	17877
a00000042	17878
a00000043	17879
a00000044	17880
a00000045	17881
a00000046	17882
a00000047	17883
a00000048	17884
a00000049	17885
a00000050	17886
a00002018	17887
a00002019	17888
a00002020	17889
a00002021	17890
a00002022	17891
a00002023	17892
a00002024	17893
a00002025	17894
a00002026	17895
a00002027	17896
a00002028	17897
a00002029	17898
a00002030	17899
a00002031	17900
a00002032	17901
a00002033	17902
a00002034	17903
a00002035	17904
a00002036	17905
a00002037	17906
a00002038	17907
a00002039	17908
a00002040	17909
a00002041	17910
a00002042	17911
a00002043	17912
a00002044	17913
a00002045	17914
a00002046	17915
a00002047	17916
a00002048	17917
a00002049	17918
a00002050	17919
a00002051	17920
a00002052	17921
a00002053	17922
a00002054	17923
a00002055	17924
a00002056	17925
a00002057	17926
a00002058	17927
a00002059	17928
a00002060	17929
a00001256	17930
a00001257	17931
a00001258	17932
a00001259	17933
a00001260	17934
a00001261	17935
a00001262	17936
a00001263	17937
a00001264	17938
a00001265	17939
a00001266	17940
a00001267	17941
a00001268	17942
a00001269	17943
a00001270	17944
a00001271	17945
a00001272	17946
a00001273	17947
a00001274	17948
a00001275	17949
a00001276	17950
a00001277	17951
a00001278	17952
a00001279	17953
a00001280	17954
a00001281	17955
a00001282	17956
a00001283	17957
a00001284	17958
a00001285	17959
a00001286	17960
a00001287	17961
a00001288	17962
a00001289	17963
a00001290	17964
a00001291	17965
a00001292	17966
a00001293	17967
a00001294	17968
a00001295	17969
a00001296	17970
a00001297	17971
a00001298	17972
a00001299	17973
a00001300	17974
a00001301	17975
a00001302	17976
a00001303	17977
a00001304	17978
a00001305	17979
a00001306	17980
a00001307	17981
a00001308	17982
a00001309	17983
a00001310	17984
a00001311	17985
a00001312	17986
a00001313	17987
a00001314	17988
a00001315	17989
a00001316	17990
a00001317	17991
a00001318	17992
a00001319	17993
a00001320	17994
a00001321	17995
a00001322	17996
a00001323	17997
a00001324	17998
a00001325	17999
a00001326	18000
a00001327	18001
a00001328	18002
a00001329	18003
a00001330	18004
a00001331	18005
a00001332	18006
a00001333	18007
a00001334	18008
a00001335	18009
a00001336	18010
a00001337	18011
a00001338	18012
a00001339	18013
a00001340	18014
a00001341	18015
a00001342	18016
a00001343	18017
a00001344	18018
a00001345	18019
a00001346	18020
a00001347	18021
a00001348	18022
a00001349	18023
a00001350	18024
a00001351	18025
a00001352	18026
a00001353	18027
a00001354	18028
a00001355	18029
a00001356	18030
a00001357	18031
a00001358	18032
a00001359	18033
a00001360	18034
a00001361	18035
a00001362	18036
a00001363	18037
a00001364	18038
a00001365	18039
a00001366	18040
a00001367	18041
a00001368	18042
a00001369	18043
a00001370	18044
a00001371	18045
a00001372	18046
a00001373	18047
a00001374	18048
a00001375	18049
a00001376	18050
a00001377	18051
a00001378	18052
a00001379	18053
a00001380	18054
a00001381	18055
a00001382	18056
a00001383	18057
a00001384	18058
a00001385	18059
a00001386	18060
a00001387	18061
a00001388	18062
a00001389	18063
a00001390	18064
a00001391	18065
a00001392	18066
a00001393	18067
a00001394	18068
a00001395	18069
a00001396	18070
a00001397	18071
a00001398	18072
a00001399	18073
a00001400	18074
a00001401	18075
a00001402	18076
a00001403	18077
a00001404	18078
a00001405	18079
a00001406	18080
a00001407	18081
a00001408	18082
a00001409	18083
a00001410	18084
a00001411	18085
a00001412	18086
a00001413	18087
a00001414	18088
a00001415	18089
a00001416	18090
a00001417	18091
a00001418	18092
a00001419	18093
a00001420	18094
a00001421	18095
a00001422	18096
a00001423	18097
a00001705	18098
a00001706	18099
a00001707	18100
a00001708	18101
a00001709	18102
a00001710	18103
a00001711	18104
a00001712	18105
a00001713	18106
a00001714	18107
a00001715	18108
a00001716	18109
a00001717	18110
a00001718	18111
a00001719	18112
a00000233	18113
a00000234	18114
a00000235	18115
a00000236	18116
a00000237	18117
a00000238	18118
a00000239	18119
a00000240	18120
a00000241	18121
a00000242	18122
a00000243	18123
a00000244	18124
a00000245	18125
a00000246	18126
a00000247	18127
a00000248	18128
a00000249	18129
a00000250	18130
a00000251	18131
a00000252	18132
a00000253	18133
a00000254	18134
a00000255	18135
a00000256	18136
a00000257	18137
a00000258	18138
a00000259	18139
a00000260	18140
a00000261	18141
a00000262	18142
a00000263	18143
a00000264	18144
a00000265	18145
a00000266	18146
a00000267	18147
a00000268	18148
a00000269	18149
a00000270	18150
a00000271	18151
a00000272	18152
a00000273	18153
a00000274	18154
a00000275	18155
a00000276	18156
a00000277	18157
a00000278	18158
a00000279	18159
a00000280	18160
a00000281	18161
a00000282	18162
a00000283	18163
a00000284	18164
a00000285	18165
a00000286	18166
a00000287	18167
a00000288	18168
a00000289	18169
a00000290	18170
a00000291	18171
a00000292	18172
a00000293	18173
a00000294	18174
a00000295	18175
a00000296	18176
a00000297	18177
a00000298	18178
a00000299	18179
a00000300	18180
a00000301	18181
a00000302	18182
a00000303	18183
a00000304	18184
a00000305	18185
a00000306	18186
a00000307	18187
a00000308	18188
a00000309	18189
a00000310	18190
a00000311	18191
a00000312	18192
a00000313	18193
a00000314	18194
a00000315	18195
a00000316	18196
a00000317	18197
a00000318	18198
a00000319	18199
a00000320	18200
a00000321	18201
a00000322	18202
a00000323	18203
a00000324	18204
a00000325	18205
a00000326	18206
a00000327	18207
a00000328	18208
a00000329	18209
a00000330	18210
a00000331	18211
a00000332	18212
a00000333	18213
a00000334	18214
a00000335	18215
a00000336	18216
a00000337	18217
a00000338	18218
a00000339	18219
a00000340	18220
a00000341	18221
a00000342	18222
a00000343	18223
a00000344	18224
a00000345	18225
a00000346	18226
a00000347	18227
a00000348	18228
a00000349	18229
a00000350	18230
a00000351	18231
a00000352	18232
a00000353	18233
a00000354	18234
a00000355	18235
a00000356	18236
a00000357	18237
a00000358	18238
a00000359	18239
a00000360	18240
a00000361	18241
a00000362	18242
a00000363	18243
a00000364	18244
a00000365	18245
a00000366	18246
a00000367	18247
a00000368	18248
a00000369	18249
a00000370	18250
a00000371	18251
a00000372	18252
a00000373	18253
a00000374	18254
a00000375	18255
a00000376	18256
a00000377	18257
a00000378	18258
a00000379	18259
a00000380	18260
a00000381	18261
a00000382	18262
a00000383	18263
a00000384	18264
a00000385	18265
a00000386	18266
a00000387	18267
a00000388	18268
a00000389	18269
a00000390	18270
a00000391	18271
a00000392	18272
a00000393	18273
a00000394	18274
a00000395	18275
a00000396	18276
a00000397	18277
a00000398	18278
a00000399	18279
a00000400	18280
a00000401	18281
a00000402	18282
a00000403	18283
a00000404	18284
a00000405	18285
a00000406	18286
a00000407	18287
a00000408	18288
a00000409	18289
a00000410	18290
a00000411	18291
a00000412	18292
a00000413	18293
a00000414	18294
a00000415	18295
a00000416	18296
a00000417	18297
a00000418	18298
a00000419	18299
a00000420	18300
a00000421	18301
a00000422	18302
a00000423	18303
a00000424	18304
a00000425	18305
a00000426	18306
a00000427	18307
a00000428	18308
a00000429	18309
a00000430	18310
a00000431	18311
a00000432	18312
a00000433	18313
a00000434	18314
a00000435	18315
a00000436	18316
a00000437	18317
a00000438	18318
a00000439	18319
a00000440	18320
a00000441	18321
a00000442	18322
a00000443	18323
a00000444	18324
a00000445	18325
a00000446	18326
a00000447	18327
a00000448	18328
a00000449	18329
a00000450	18330
a00000451	18331
a00000452	18332
a00000453	18333
a00000454	18334
a00000455	18335
a00000456	18336
a00000457	18337
a00000458	18338
a00000459	18339
a00000460	18340
a00000461	18341
a00000462	18342
a00000463	18343
a00000464	18344
a00000465	18345
a00000466	18346
a00000467	18347
a00000468	18348
a00000469	18349
a00000470	18350
a00000471	18351
a00000472	18352
a00000473	18353
a00000474	18354
a00000475	18355
a00000476	18356
a00000477	18357
a00000478	18358
a00000479	18359
a00000480	18360
a00000481	18361
a00000482	18362
a00000483	18363
a00000484	18364
a00000485	18365
a00000486	18366
a00000487	18367
a00000488	18368
a00000489	18369
a00000490	18370
a00000491	18371
a00000492	18372
a00000493	18373
a00000494	18374
a00000495	18375
a00000496	18376
a00000497	18377
a00000498	18378
a00000499	18379
a00000500	18380
a00000501	18381
a00000502	18382
a00000503	18383
a00000504	18384
a00000505	18385
a00000506	18386
a00000507	18387
a00000508	18388
a00000509	18389
a00000510	18390
a00000511	18391
a00000512	18392
a00000513	18393
a00000514	18394
a00000515	18395
a00000516	18396
a00000517	18397
a00000518	18398
a00000519	18399
a00000520	18400
a00000521	18401
a00000522	18402
a00000523	18403
a00000524	18404
a00000525	18405
a00000526	18406
a00000527	18407
a00000528	18408
a00000529	18409
a00000530	18410
a00000531	18411
a00000532	18412
a00000533	18413
a00000534	18414
a00000535	18415
a00000536	18416
a00000537	18417
a00000538	18418
a00000539	18419
a00000540	18420
a00000541	18421
a00000542	18422
a00000543	18423
a00000544	18424
a00000545	18425
a00000546	18426
a00000547	18427
a00000548	18428
a00000549	18429
a00000550	18430
a00000551	18431
a00000552	18432
a00000553	18433
a00000554	18434
a00000555	18435
a00000556	18436
a00000557	18437
a00000558	18438
a00000559	18439
a00000560	18440
a00000561	18441
a00000562	18442
a00000563	18443
a00000564	18444
a00001517	18445
a00000954	18446
a00000955	18447
a00000956	18448
a00000957	18449
a00000958	18450
a00000959	18451
a00000960	18452
a00000961	18453
a00000962	18454
a00000963	18455
a00000964	18456
a00000965	18457
a00000966	18458
a00000967	18459
a00000968	18460
a00000969	18461
a00000970	18462
a00000971	18463
a00000972	18464
a00000973	18465
a00000974	18466
a00000975	18467
a00000976	18468
a00000977	18469
a00000978	18470
a00000979	18471
a00000980	18472
a00000981	18473
a00000982	18474
a00001228	18475
a00001229	18476
a00001230	18477
a00001231	18478
a00001232	18479
a00001233	18480
a00001234	18481
a00001235	18482
a00001236	18483
a00001237	18484
a00001238	18485
a00001239	18486
a00001240	18487
a00001241	18488
a00001242	18489
a00001243	18490
a00001244	18491
a00001245	18492
a00001246	18493
a00001247	18494
a00001248	18495
a00001249	18496
a00001250	18497
a00001251	18498
a00001252	18499
a00001253	18500
a00001254	18501
a00001255	18502
a00000999	18503
a00001000	18504
a00001001	18505
a00001002	18506
a00001003	18507
a00001004	18508
a00001005	18509
a00001006	18510
a00001007	18511
a00001008	18512
a00001009	18513
a00001010	18514
a00001011	18515
a00001012	18516
a00002334	18517
a00002335	18518
a00002336	18519
a00002337	18520
a00002338	18521
a00002339	18522
a00002340	18523
a00002341	18524
a00002342	18525
a00002343	18526
a00002344	18527
a00002345	18528
a00002346	18529
a00002347	18530
a00001519	18531
a00001520	18532
a00001521	18533
a00001522	18534
a00001523	18535
a00001524	18536
a00001525	18537
a00001526	18538
a00001527	18539
a00001528	18540
a00001529	18541
a00001530	18542
a00001531	18543
a00001532	18544
a00001533	18545
a00001534	18546
a00001535	18547
a00001536	18548
a00001537	18549
a00001538	18550
a00001539	18551
a00001540	18552
a00001541	18553
a00001542	18554
a00001543	18555
a00001544	18556
a00001424	18557
a00001425	18558
a00001426	18559
a00001427	18560
a00001428	18561
a00001429	18562
a00002061	18563
a00002062	18564
a00002063	18565
a00002064	18566
a00002065	18567
a00002066	18568
a00002067	18569
a00002068	18570
a00002069	18571
a00002070	18572
a00002071	18573
a00002072	18574
a00002073	18575
a00002074	18576
a00002075	18577
a00002076	18578
a00002077	18579
a00002078	18580
a00002079	18581
a00002080	18582
a00002081	18583
a00002082	18584
a00002083	18585
a00002084	18586
a00002085	18587
a00002086	18588
a00002087	18589
a00002088	18590
a00002222	18591
a00002223	18592
a00002224	18593
a00002225	18594
a00002226	18595
a00002227	18596
a00002228	18597
a00002229	18598
a00002230	18599
a00001190	18600
a00001191	18601
a00001192	18602
a00001193	18603
a00001194	18604
a00001195	18605
a00001196	18606
a00001197	18607
a00001198	18608
a00001199	18609
a00000069	18610
a00000070	18611
a00000071	18612
a00000072	18613
a00000073	18614
a00000074	18615
a00000075	18616
a00000076	18617
a00000077	18618
a00000078	18619
a00000079	18620
a00000080	18621
a00000081	18622
a00000082	18623
a00000083	18624
a00000084	18625
a00000085	18626
a00000086	18627
a00000087	18628
a00000088	18629
a00000089	18630
a00000090	18631
a00000091	18632
a00000092	18633
a00000093	18634
a00000094	18635
a00000095	18636
a00000096	18637
a00000097	18638
a00000098	18639
a00002089	18640
a00002090	18641
a00002091	18642
a00002092	18643
a00002093	18644
a00002094	18645
a00002095	18646
a00002096	18647
a00002097	18648
a00002098	18649
a00002099	18650
a00002100	18651
a00002101	18652
a00002102	18653
a00002103	18654
a00002104	18655
a00002105	18656
a00002106	18657
a00002107	18658
a00002108	18659
a00002109	18660
a00002110	18661
a00002111	18662
a00002112	18663
a00002113	18664
a00002114	18665
a00002115	18666
a00002116	18667
a00001518	18668
a00002348	18669
a00002349	18670
a00001214	18671
a00001215	18672
a00001216	18673
a00001217	18674
a00001218	18675
a00001219	18676
a00001220	18677
a00001221	18678
a00001222	18679
a00001223	18680
a00001224	18681
a00001225	18682
a00001226	18683
a00001227	18684
a00000005	18685
a00000006	18686
a00000007	18687
a00000008	18688
a00000009	18689
a00000010	18690
a00000011	18691
a00000012	18692
a00000013	18693
a00000014	18694
a00000015	18695
a00000016	18696
a00000017	18697
a00000018	18698
a00000019	18699
a00000020	18700
a00000799	18701
a00000800	18702
a00000801	18703
a00000802	18704
a00000803	18705
a00000804	18706
a00000805	18707
a00000806	18708
a00000807	18709
a00000808	18710
a00000809	18711
a00000810	18712
a00000811	18713
a00000812	18714
a00000813	18715
a00000814	18716
a00000000	18717
a00000001	18718
a00002350	18719
a00002351	18720
a00002352	18721
a00002353	18722
a00002354	18723
a00002355	18724
a00002356	18725
a00002357	18726
a00002358	18727
a00002359	18728
a00002360	18729
a00002361	18730
a00002362	18731
a00002363	18732
a00002364	18733
a00002365	18734
a00002366	18735
a00002367	18736
a00002368	18737
a00002369	18738
a00002370	18739
a00002371	18740
a00002372	18741
a00002373	18742
a00002374	18743
a00002375	18744
a00002376	18745
a00002377	18746
a00002378	18747
a00002379	18748
a00002380	18749
a00002381	18750
a00002382	18751
a00002383	18752
a00002384	18753
a00002385	18754
a00002386	18755
a00002387	18756
a00002388	18757
a00002389	18758
a00002390	18759
a00002391	18760
a00002392	18761
a00002393	18762
a00002394	18763
a00002395	18764
a00002396	18765
a00002397	18766
a00002398	18767
a00002399	18768
a00002400	18769
a00002401	18770
a00002402	18771
a00002403	18772
a00002404	18773
a00002405	18774
a00002406	18775
a00002407	18776
a00002408	18777
a00002409	18778
a00002410	18779
a00002411	18780
a00002412	18781
a00002413	18782
a00002414	18783
a00002415	18784
a00002416	18785
a00002417	18786
a00002418	18787
a00002419	18788
a00002420	18789
a00002421	18790
a00002422	18791
a00001633	18792
a00001634	18793
a00001635	18794
a00001636	18795
a00001637	18796
a00001638	18797
a00001639	18798
a00001640	18799
a00001641	18800
a00001642	18801
a00001643	18802
a00001644	18803
a00001645	18804
a00001646	18805
a00001722	18806
a00001723	18807
a00001724	18808
a00001725	18809
a00001726	18810
a00001727	18811
a00001728	18812
a00001729	18813
a00001730	18814
a00001731	18815
a00001732	18816
a00001733	18817
a00001734	18818
a00001735	18819
a00001736	18820
a00001737	18821
a00001738	18822
a00001739	18823
a00001740	18824
a00001741	18825
a00001742	18826
a00001743	18827
a00001744	18828
a00001745	18829
a00001746	18830
a00001747	18831
a00001748	18832
a00001749	18833
a00001750	18834
a00001751	18835
a00001752	18836
a00001753	18837
a00001754	18838
a00001755	18839
a00001756	18840
a00001757	18841
a00001758	18842
a00001759	18843
a00001760	18844
a00001761	18845
a00001762	18846
a00001763	18847
a00001764	18848
a00001765	18849
a00001766	18850
a00001767	18851
a00001768	18852
a00001769	18853
a00001770	18854
a00001771	18855
a00001772	18856
a00001773	18857
a00001774	18858
a00001775	18859
a00001776	18860
a00001777	18861
a00001778	18862
a00001779	18863
a00001780	18864
a00001781	18865
a00001782	18866
a00001783	18867
a00001784	18868
a00001785	18869
a00001786	18870
a00002180	18871
a00002181	18872
a00002182	18873
a00002183	18874
a00002184	18875
a00002185	18876
a00002186	18877
a00002187	18878
a00002188	18879
a00002189	18880
a00002190	18881
a00002191	18882
a00002192	18883
a00002193	18884
a00002194	18885
a00002195	18886
a00002196	18887
a00002197	18888
a00002198	18889
a00002199	18890
a00002200	18891
a00002201	18892
a00002202	18893
a00002203	18894
a00002204	18895
a00002205	18896
a00002206	18897
a00002207	18898
a00002208	18899
a00002209	18900
a00002210	18901
a00002211	18902
a00002212	18903
a00002213	18904
a00002214	18905
a00002215	18906
a00002216	18907
a00002217	18908
a00002218	18909
a00002219	18910
a00002220	18911
a00002221	18912
a00001662	18913
a00001663	18914
a00001664	18915
a00001665	18916
a00001666	18917
a00001667	18918
a00001668	18919
a00001669	18920
a00001670	18921
a00001671	18922
a00001672	18923
a00001673	18924
a00001674	18925
a00001675	18926
a00002423	18927
a00002424	18928
a00002425	18929
a00002426	18930
a00002427	18931
a00002428	18932
a00000021	18933
a00000022	18934
a00000023	18935
a00000024	18936
a00000025	18937
a00000026	18938
a00000027	18939
a00000028	18940
a00000029	18941
a00000030	18942
a00000031	18943
a00000032	18944
a00000033	18945
a00000034	18946
a00000163	18947
a00000164	18948
a00000165	18949
a00000166	18950
a00000167	18951
a00000168	18952
a00000169	18953
a00000170	18954
a00000171	18955
a00000172	18956
a00000173	18957
a00000174	18958
a00000175	18959
a00000176	18960
a00000177	18961
a00000178	18962
a00000179	18963
a00000180	18964
a00000181	18965
a00000182	18966
a00000183	18967
a00000184	18968
a00000185	18969
a00000186	18970
a00000187	18971
a00000188	18972
a00000189	18973
a00000190	18974
a00000191	18975
a00000192	18976
a00000193	18977
a00000194	18978
a00000195	18979
a00000196	18980
a00000197	18981
a00000198	18982
a00000199	18983
a00000200	18984
a00000201	18985
a00000202	18986
a00000203	18987
a00000204	18988
a00000205	18989
a00000206	18990
a00000207	18991
a00000208	18992
a00000209	18993
a00000210	18994
a00000211	18995
a00000212	18996
a00000003	18997
a00000004	18998
a00000068	18999
a00002429	19000
a00002430	19001
a00002431	19002
a00002432	19003
a00002433	19004
a00002434	19005
a00002435	19006
a00002436	19007
a00002437	19008
a00002438	19009
